PRECTOTCORR,QV2M,PS,WS50M,T2M,TS,ALLSKY_SFC_SW_DWN,WS10M,ALLSKY_SFC_UV_INDEX,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_PAR_TOT,WS2M
3.35,5.98,99.62,12.72,8.33,6.84,1.76,9.41,0.59,111.59,36.49,7.21
1.18,4.39,101.44,7.13,5.97,5.73,5.79,5.14,1.2,116.91,103.7,3.93
1.08,5.13,101.83,4.27,5.98,6.08,3.86,3.41,1.12,117.34,73.18,2.72
1.24,5,102.15,3.88,5.22,5.62,1.8,3.12,0.59,121.34,36.77,2.49
0,4.7,102.06,4.46,6.01,6.56,6.7,3.59,1.65,123.44,119.81,2.84
0,5.62,101.85,4.74,7.1,7.04,2.77,3.68,0.79,115.3,55.12,2.8
0.59,8.06,100.57,9.85,11.33,9.9,3.65,6.98,0.93,106.72,69.69,5.24
8.89,7.08,100.92,9.8,11.23,9.62,1.58,6.91,0.51,111.63,33.03,5.02
20.75,6.59,101.04,6.74,8.81,8.6,2.59,5.22,0.88,119.46,51.91,3.98
0.02,6.04,101.53,4.93,10.74,9.16,6.34,3.57,1.31,126.54,116,2.63
0,4.94,102.78,7.73,7.22,7.36,5.32,6.05,1.3,123.77,98.07,4.78
42.34,6.04,101.64,14.92,7.98,7.05,1.77,12.07,0.54,118.46,36.56,9.3
7.26,6.04,100.37,12.05,10.28,8.6,6.81,8.26,0.5,130.62,122.41,6.23
0.12,5.68,101.43,7.57,8.86,7.9,4.54,4.96,0.96,118.04,84.52,3.66
0.73,6.29,101.6,6.22,8.51,7.64,2.2,4.38,0.58,101.4,44.32,3.23
0.26,7.39,101.06,6.95,10.24,9.44,3.81,4.83,1.02,112.87,73.09,3.59
0,5,101.99,10.1,9.03,7.98,6.99,6.82,1.8,135.51,125.59,5.14
1.78,4.21,102.96,5.53,5.97,6.56,4.05,4.55,1.05,129.56,76.54,3.68
16.02,7.51,101.79,10.12,10.28,9.26,1.1,7.36,0.35,111.07,23.86,5.63
4.99,9.64,101.43,7.23,14.68,12.73,5.6,4.68,1.67,128.2,107.05,3.27
3.16,8.67,101.61,4.11,13.26,12.21,4.54,3.14,0.5,125.53,87.03,2.3
0.46,9.7,101.41,9.98,14.62,13.55,6.4,7.09,1.75,125.83,119.16,5.38
0.37,9.28,101.36,9.97,13.75,12.78,4.51,7.2,1.42,126.14,88.38,5.47
7.23,10.01,100.56,11.44,14.7,12.9,2.29,7.98,0.74,112.88,46.87,5.95
0.03,7.63,100.76,7.05,13.41,12.23,6.81,4.46,2.05,138.5,124.7,3.12
0,6.23,101.73,4.94,12.01,11.36,5.85,3.71,1.44,137.67,107.56,2.8
0,6.53,102.42,5.09,10.87,11.19,7.16,4.11,1.74,142.65,129.52,3.21
0.01,7.63,102.22,5.95,11.84,11.86,3.36,4.54,1.16,133.69,68.02,3.52
0.07,8.85,101.67,7.16,13.32,13.04,5.24,5.27,1.54,128.8,99.73,3.98
15.12,7.45,101.35,8.34,11.53,11.38,1.22,6.43,0.45,126.2,26.8,5.04
0.01,5.86,101.4,8.8,11.09,10.67,6.86,6.31,1.62,138.7,123.8,4.83
0.01,7.08,101.29,6.91,12.15,11.75,7.16,5.09,1.62,138.63,129.84,3.88
0.03,7.81,100.99,5.66,13.83,13.15,6.77,3.87,1.57,137.55,123.95,2.79
0.02,7.45,101.13,4.26,14.42,13.68,7.06,3.13,1.64,142.88,129.19,2.35
0.17,7.57,101.31,6.78,14.2,13.48,7.75,4.5,1.78,144.73,141.27,3.3
0,7.51,101.42,6.3,13.72,13.45,7.75,4.64,1.72,145.64,141.33,3.51
0,7.69,101.68,5.29,13.63,13.3,5.41,3.87,1.38,147.74,104.08,2.91
0,7.63,101.66,3.83,13.37,13.76,7.73,3.19,1.82,148.42,143.72,2.52
0,7.63,101.28,3.48,13.19,13.78,6.13,2.91,1.65,148.42,117.34,2.32
5.95,8.97,100.89,5.63,14.11,14.22,3.62,4.16,0.99,120.81,70.88,3.22
6.81,10.44,100.23,7.95,15.31,14.69,3.57,5.56,1.17,137.13,72.53,4.25
5.3,10.31,100.48,6.1,15.05,14.6,2.18,4.05,0.81,140.59,46.14,2.97
22.02,9.46,101.18,9.74,13.99,13.78,2.43,7.8,0.88,140.91,52.33,6.09
18.2,10.38,101.39,9.72,15.36,14.58,3.28,7.05,1.1,141.77,66.2,5.39
6.88,10.5,101.46,5.8,15.65,15.11,4.53,3.73,1.47,146.83,89.92,2.63
3.57,9.77,101.31,4.45,14.86,14.54,4.22,2.94,1.37,146.02,84.71,2.11
1.36,9.7,101.38,2.55,15.56,15.44,5.81,2.01,1.65,146.26,111.49,1.58
1.06,8.85,101.95,5.66,13.69,14.47,3.06,4.86,1.12,143.38,62.99,3.95
2.43,10.62,101.45,9.18,15.94,15.4,2.27,6.79,0.79,137.16,47.57,5.25
0.24,12.33,100.74,7.38,19.57,17.69,5.22,4.73,1.64,143.91,101.91,3.24
0.02,10.56,101.22,4.44,18.98,17.95,7.79,2.88,2.12,148.81,146.62,2.02
0.21,12.27,101.23,6.94,18.23,17.94,5.66,4.84,1.57,137.34,108.11,3.66
0.08,12.82,101.38,6.3,19.52,18.82,7.05,4.3,1.89,135.69,130.79,3.2
0.36,12.7,101.61,7.16,19.3,18.76,7.13,4.76,1.97,141.71,134.92,3.54
3.91,13.31,101.79,7.25,19.87,19.26,6.77,4.87,1.95,145.63,129.97,3.63
3.63,14.47,101.74,4.79,23.04,21,5.64,3.16,0.5,134.88,109.22,2.2
0.05,13.24,102.05,4.62,21.09,20.62,7.82,3.26,2.27,150.18,148.01,2.37
1.07,14.4,101.55,8.47,21.16,20.15,5.99,5.77,1.81,134.5,114.49,4.32
0,9.46,101.25,9.77,19.38,18.48,8.48,6.87,2.45,156.23,154.88,5.26
0,8,101.65,8.44,17.12,17.19,8.79,6.27,2.21,158.06,157.41,4.9
0,9.03,101.67,4.37,17.22,17.46,6.71,3.25,1.88,152.46,125.15,2.43
0.04,9.34,101.6,4.73,16.89,17.74,5.8,4.05,1.78,148.28,111.06,3.32
0.11,10.99,101.46,2.58,19.57,19.52,7.75,1.95,2.04,148.79,145.17,1.52
0,12.51,101.23,6.91,21.23,20.17,7.62,4.59,0.5,150.09,143,3.34
0.12,13.79,101.08,5.75,23.33,21.54,7.27,3.6,1.97,139.73,135.89,2.43
9.72,15.62,101,5.72,23.27,21.53,6.51,3.55,1.72,128.78,121.02,2.34
2.21,13.98,101.3,4.48,22.38,21.7,7,3.04,2.09,142.35,133.07,2.17
10.86,13.49,101.32,6.15,19.64,19.94,1.9,4.97,0.76,124.55,40.82,3.91
1.36,11.66,100.99,3.35,17.94,19.37,4.12,2.98,1.6,151.42,84.12,2.5
0.92,10.93,101.01,4.03,19.11,19.64,5.71,3.09,1.93,146.39,109.27,2.41
5.65,10.25,101.07,3.51,17.07,18.48,5.86,3.07,1.93,151.77,113.3,2.55
0.13,10.38,101.04,4.23,20.03,19.63,7.71,3.29,2.05,145.98,142.62,2.54
0.06,11.9,101.2,5.91,20.8,19.98,6.4,4.09,1.81,146.73,120.01,3.1
23.69,13.18,101.1,7.05,20.34,19.88,5.05,5.2,1.62,148.41,100.55,3.98
0.6,13.06,100.94,3.97,21.28,20.69,6.71,2.69,1.75,146.13,127.01,1.94
0.02,12.08,100.87,4.25,21.05,20.54,6.89,3.06,2,155.06,130.28,2.26
0.01,11.78,101.11,3.7,20.62,20.6,6.89,3.04,2.02,153.65,131.28,2.45
0.58,13.12,101.18,5.97,21.18,21.06,5.57,4.52,1.65,144.2,108.46,3.55
7.48,15.08,101.02,5.37,21.73,21.57,4.23,3.78,1.4,135.76,84.87,2.87
11.11,15.2,100.68,4.4,21.34,21.25,2.81,3.35,0.98,135.78,58.73,2.54
8.17,14.89,100.53,4.9,21.28,21.7,2.79,3.97,0.99,140.57,57.45,3.15
1.47,13.85,100.84,3.5,21.8,21.92,6.85,2.65,1.96,149.6,130.32,2.09
0,13.06,101.23,3.36,21.89,21.89,6.68,2.4,1.9,145.72,126.05,1.77
0,13.18,101.48,3.29,22.11,22.31,7.43,2.43,2.33,150.72,141.05,1.84
0.52,15.32,101.11,3.27,22.75,22.8,6.09,2.54,1.88,144.42,117.71,1.96
0.83,13.98,100.99,5.72,23.25,22.8,7.38,3.73,0.5,153.91,139.25,2.74
0,11.6,101.33,4.96,22.05,22.27,7.93,3.65,2.11,148.39,146.04,2.8
0,10.74,101.45,3.1,22.27,22.33,8.27,2.43,2.21,156.52,152.95,1.9
1.13,12.94,101.56,3.85,23.11,22.9,7.42,2.97,2.01,152.98,141.17,2.33
13.41,14.95,101.08,5.86,22.08,22.04,2.13,4.5,0.75,130.35,46.33,3.56
0.1,14.59,100.94,4.55,24,23.37,5.63,3.03,1.84,152.22,110.48,2.17
0,13.24,101.18,4.53,23.93,23.81,8.11,3.31,0.5,153.27,150.55,2.45
2.06,15.99,101.21,6.09,24.54,24.29,5.71,4.46,1.77,147.94,111.27,3.44
2.82,15.38,101.14,3.86,24.81,24.58,6.98,2.84,2.12,143.53,132.2,2.22
24.59,16.42,100.91,3.6,23.86,23.96,4.23,2.84,1.31,133.27,83.33,2.27
0.65,14.59,100.94,5.53,24.48,24.33,7.99,4.09,2.47,150.88,149.44,3.1
0,13.85,101.55,3.66,23.61,24.18,8.01,3.02,2.39,150.74,149.4,2.48
0,16.05,101.19,7.27,24.84,24.8,7.27,5.57,2.17,141.53,137.79,4.35
0,16.3,100.46,7.44,26.41,25.29,7.42,5.05,2.28,144.96,140.8,3.6
0.57,14.1,100.64,7.67,24.97,24.31,5.82,5.18,1.8,144.95,112.6,3.88
0,11.17,101.37,7.06,21.77,22.66,7.75,5.79,0.5,150.67,144.77,4.66
0.01,12.39,101.66,4.88,22.94,23.17,7.61,3.72,0.5,149.42,142.63,2.96
0,12.57,101.85,5.59,23.79,23.59,7.26,4.15,1.95,145.4,136.23,3.24
0,13.18,101.87,7.7,23.72,23.69,7.95,5.96,2.33,151.34,150.09,4.68
0.79,14.95,101.2,8.76,25.05,24.65,5.84,6.69,1.89,136.59,112.2,5.2
2.11,15.87,100.82,2.55,25.73,25.46,6.96,1.94,2.08,132.67,130.95,1.47
0.01,15.5,101.05,3.95,24.48,24.9,6.03,3.33,1.76,131.41,113.48,2.64
0.01,17.4,100.79,8.48,26.01,25.81,6.44,6.48,1.97,134.99,123.2,5.02
0.09,17.88,100.87,5.57,28.55,26.9,7.05,3.74,2.23,144.96,136.76,2.69
0.04,16.54,101.03,4.05,29.07,27.55,5.93,2.68,0.5,137.76,115.45,1.79
1.38,16.91,101.07,2.27,27.96,26.83,4.34,1.66,1.48,137.41,87.51,1.16
1.89,14.77,100.99,5.91,24.01,24.59,4.31,5.05,1.56,136.55,86.62,4.1
7.08,15.2,100.54,4.55,25.37,25.65,7.41,3.43,2.25,145.01,140.72,2.71
0.78,13.31,101.09,3.69,24.73,25.07,7.52,2.84,2.2,147.31,140.95,2.2
1.39,14.65,101.51,3.26,24.96,25.24,5.78,2.62,1.9,140.24,112.19,2.08
17.5,17.7,101.14,5.92,25.19,25.33,3.67,4.68,1.21,122.65,73.07,3.73
0.64,15.26,101.16,5.58,26.44,25.86,7.75,3.91,2.27,146.29,145.27,2.86
0.42,14.28,101.49,3.55,25.32,25.91,7.3,2.91,2.07,139.62,136.89,2.37
1.49,15.56,101,4.86,26.07,25.95,6.31,3.57,0.5,139.81,121.01,2.78
0.02,13.79,100.56,5.31,26.13,25.81,6.99,3.72,1.84,131.77,128.78,2.7
11.14,12.82,100.57,4.38,23.8,24.9,5.5,3.76,1.82,140.8,107.35,3.12
2.28,13.43,101.1,4.84,23.4,24.37,6.65,4.05,2.09,141.07,128.45,3.34
0,13.85,101.66,4.89,23.96,24.9,6.53,4.14,1.84,130.06,122.84,3.34
0.81,15.01,101.45,7.04,24.26,24.57,5.42,5.67,1.68,131.7,104.88,4.52
9.52,18.07,100.34,6.8,25.66,25.24,5.26,5.05,1.73,127.84,103.47,3.91
1.06,16.48,100,5.15,26.59,26.34,6.53,3.65,0.5,132.74,125.28,2.69
18.08,17.21,100.11,4.8,24.81,25.23,3.92,3.86,1.17,127.57,76.88,3.09
0.46,14.71,100.15,6.6,25.18,25.11,6.85,4.76,1.98,136.76,129.01,3.73
0,11.54,100.86,4.65,23.98,24.5,7.22,3.62,1.97,135.34,133.27,2.9
0,11.17,101.43,3.13,23.42,24.15,7.34,2.52,1.95,135.73,134.9,2
6.12,12.76,101.56,4.28,24.13,24.37,6,3.4,1.73,134.6,113.61,2.72
95.87,15.99,100.99,7.91,23.11,23.14,0.91,6.35,0.34,116.73,20.38,5.05
24.43,15.56,100.38,4.4,23.14,23.43,3.91,3.59,1.32,131.28,78.65,2.88
5.47,13.49,100.94,3.27,21.76,22.43,3.86,2.77,1.26,131.66,77.59,2.3
0.19,14.34,101.76,3.89,23.56,23.44,6.81,2.94,1.78,129.23,126.34,2.3
5.39,15.26,101.51,6.91,23.16,23.04,4.99,5.34,1.55,124.16,97.09,4.24
9.68,14.28,101.22,4.53,22.92,23.08,5.1,3.7,1.48,119.49,97.26,2.97
1.5,12.76,101.34,3.06,22.94,23.49,6.85,2.41,1.77,128.74,128.13,1.93
27.37,16.36,101.11,7.41,23.62,23.48,4.39,5.71,1.37,121.91,85.35,4.5
1.17,12.15,100.93,6.23,21.98,22.5,6.71,5,1.83,129.89,124.48,4.05
0,9.95,101.54,4.77,21.11,21.82,6.83,3.91,1.72,129.2,126.2,3.18
0,12.45,101.61,7.98,22.01,22.12,5.97,6.34,1.64,123.25,111.73,5.04
6.54,16.72,101.09,9.05,23.64,23.12,2.87,6.69,0.91,110.86,57.98,5.16
0.02,15.75,101.33,3.11,23.5,23.65,6.1,2.33,1.79,126.31,116.35,1.8
66.44,16.78,100.73,9.1,23.26,22.84,1.32,7.06,0.55,119.48,28.98,5.44
84.84,14.77,98.75,17.31,22.44,21.62,2.16,13.95,0.91,123.12,45.59,10.71
0,10.13,101.23,3.73,19.7,20.09,6.67,2.96,1.8,126.91,123.81,2.34
0.06,11.05,101.8,3.42,20.65,20.62,6.74,2.7,1.71,124.43,123.9,2.09
0,12.15,102.03,3.09,21.3,21.21,6.31,2.34,1.62,121.37,117.51,1.75
0.01,12.82,101.98,3.46,21.08,21.07,5.87,2.79,1.62,118.52,108.46,2.2
0.01,10.99,101.76,3.51,20.19,20.87,5.89,2.99,1.64,112.43,110.12,2.46
0,13.18,101.36,6.56,21.46,21.58,5.54,5.19,1.51,107.74,105.03,4.12
0.23,15.2,101.13,7.29,22.4,22.35,5.09,5.77,1.38,104.06,96.62,4.56
3.28,15.81,100.83,8.42,22.58,22.41,4.01,6.54,1.27,112.15,78.19,5.15
34.84,12.76,101.38,8.48,19.19,20.31,1.03,7.16,0.42,109.11,22.49,5.74
32.07,14.89,101.63,7.95,21.02,21.2,2.29,6.5,0.5,115.52,47.21,5.14
12.17,15.5,101.32,6.78,21.84,21.76,4.42,5.23,1.41,115.79,87.76,4.12
0.08,14.65,100.89,4.57,22.57,22.26,5.87,3.35,1.66,114.13,112.12,2.55
0.98,14.71,101.14,3.81,21.94,21.86,4.1,2.8,1.32,116.25,80.67,2.07
1.24,12.33,101.65,6.03,19.98,20.69,2.98,5.07,0.98,107.42,58.7,4.13
0.34,13.49,101.44,4.23,21.44,21.49,5.55,3.19,1.41,105.67,103.61,2.49
0.01,14.28,101.25,6.46,21.86,21.64,5.66,4.72,1.32,105.21,104.54,3.67
0.04,15.14,101.21,7.38,22.48,22.06,5.27,5.33,0.5,101.69,98.84,4.14
1.34,12.76,101.19,7.95,19.73,20.64,3.29,6.09,0.88,90.42,62.87,4.77
0,6.77,102.36,5.67,15.23,18.04,5.68,4.6,1.41,112.45,103.25,3.8
0.08,7.63,102.8,5.82,15.79,17.8,3.87,4.84,1.09,107.41,72.91,3.97
0.01,8.67,102.67,8.35,16.58,17.98,4.79,6.83,1.27,107.34,90.28,5.53
0,8.48,102.27,4.91,15.83,17.8,5.29,4.04,1.3,109.31,97.62,3.3
1,11.66,101.88,5.95,18.61,18.58,1.54,4.54,0.52,90.45,32.12,3.56
1.24,12.94,102.12,3.66,19.28,19.25,3.69,2.88,1.09,98.41,71.96,2.28
2.4,14.4,101.82,5.15,20.94,20.45,3.14,3.33,1,94.09,62.12,2.43
34.66,14.77,101.58,7.75,20.8,20.15,1.29,5.56,0.47,92.43,27.56,4.24
0.89,14.47,101.52,4.32,21.13,20.46,2.34,2.83,0.88,94.25,47.62,2.02
0.1,13.73,101.62,2.16,21.64,20.7,3.22,1.44,1.13,94.45,63.65,0.99
0.09,14.1,101.38,2.38,21.27,20.87,3.43,1.6,1.16,91.34,66.7,1.07
2.96,13.61,101.33,3.16,20.29,20.46,2.87,2.62,0.5,92.84,57.15,2.1
4.62,13.73,101.26,6.56,20.4,20.31,2.6,5.12,0.84,96.19,52.1,4.04
10.91,14.04,100.51,7.37,20.76,20.47,2.38,5.45,0.64,90.3,46.9,4.26
4.75,13.06,100.39,6.4,19.75,19.96,4.62,5.01,1.01,92.16,86.26,3.95
11.89,10.31,100.29,7.27,16.65,18.65,2.95,6.31,0.8,88.79,57.12,5.16
1.76,8.3,100.8,6.43,14.87,17.54,4.46,5.38,0.94,91.41,82.08,4.47
1.9,6.71,101.55,3.23,12.51,16.19,1.6,2.77,0.43,88.16,31.89,2.34
1.05,8.48,101.45,6.52,14.6,16.66,3,5.35,0.7,86.35,56.69,4.35
0.01,8.67,101.76,8.67,16.3,17.04,4.87,6.84,0.99,88.95,88.71,5.46
0,6.1,102.52,4.89,14.66,15.84,5.26,4.06,1.06,92.96,92.83,3.28
0,6.23,102.91,4.16,14.16,15.87,4.88,3.48,0.99,89.02,88.63,2.84
0,8.91,102.98,5.47,16.78,17.08,4.75,4.12,0.91,86.63,86.51,3.22
0,10.62,102.6,4.51,18.75,18.12,4.78,3.26,0.93,86.95,86.72,2.3
0,10.86,102.14,4.48,19.35,18.4,4.37,3.25,0.92,85.17,79.76,2.29
0.04,10.25,101.97,6.38,18.37,18.11,3.78,4.88,0.94,85.04,71.03,3.86
4.54,9.83,101.63,9.12,16.43,16.95,1.34,7.52,0.47,82.44,27.61,6
5.6,12.45,100.66,6.58,18.15,18.26,1.57,5.26,0.52,83.89,32.65,4.19
9.47,12.7,99.79,10.02,18.96,18.57,2,7.55,0.52,81.12,39.68,5.84
0.01,8.06,100.36,11.6,15.72,16.18,4.12,9.19,0.74,80.59,74.45,7.24
0,7.63,100.87,10.77,15.56,15.95,4.29,8.43,0.75,81.04,78.03,6.67
0.02,7.93,100.62,8.6,15.75,16.04,4.36,6.74,0.87,79.95,78.29,5.37
0.09,8.24,100.98,3.91,15.64,15.95,3.65,3.1,0.77,76.21,67.46,2.43
28.11,12.45,100.2,9.69,17.83,17.24,1.03,7.41,0.34,74.74,21.33,5.68
0.55,9.64,99.85,12.8,16.59,16.64,3.72,10.09,0.94,74.65,67.42,7.88
0,6.84,101.18,8.45,12.72,14.53,3.37,6.83,0.77,75.27,62.09,5.53
0,6.59,101.68,4.59,12.08,13.94,3.92,3.84,0.81,73.69,70.6,3.13
0.04,6.1,101.86,3.03,12.17,13.97,3.04,2.52,0.62,69.14,54.65,2.03
0.01,7.51,101.63,4.81,13.55,14.19,2.94,3.91,0.63,67.12,54.3,3.15
0.02,6.84,101.51,7.91,12.79,13.73,4.1,6.38,0.74,73.28,73.19,5.09
0.89,8.06,101.03,4.39,13.97,14.05,1.75,3.52,0.41,60.05,33.45,2.81
13.09,7.93,100.45,7.03,11.3,13.27,0.48,5.96,0.14,61.13,9.94,4.8
0.27,4.27,102.07,5.98,7.34,11.44,3.96,4.97,0.68,71.24,69.47,4.12
39.6,5.19,101.42,12.3,5.52,10.24,0.44,10.37,0.12,63.49,9.02,8.27
0,4.52,101.98,9.39,5.66,9.37,3.82,7.67,0.55,67.39,66.23,6.16
0,4.82,102.65,3.63,9.18,10.26,3.32,3.02,0.5,63.7,58.27,2.45
0.07,5.68,102.48,7.56,10.08,11.05,3.27,6.26,0.48,63.53,57.82,5
0,5.43,102.59,3.48,9.7,11.15,3.68,2.9,0.55,65.02,64.66,2.32
0,6.9,101.72,6.38,10.96,11.42,2.85,5.08,0.52,61.42,51.32,4
0,5.55,101.63,9.27,9.11,10.8,2.85,7.51,0.5,61.46,51.16,5.99
0,3.97,102.86,5.88,6.8,9.5,3.65,4.91,0.51,63.86,63.06,4.09
0,4.82,103.03,3.7,9.19,9.82,3.54,3.09,0.58,61.99,61.7,2.5
0,6.65,102.54,5.88,10.14,10.87,3.46,4.62,0.59,61.09,60.49,3.63
0,7.81,102.27,3.21,12.34,12.33,3.19,2.38,0.54,57.77,57.61,1.76
0,8.48,101.92,4.94,12.89,12.31,3.36,3.45,0.59,60.1,59.13,2.62
0.4,9.03,100.8,4.76,14.05,13.4,1.8,3.28,0.4,58.26,34.36,2.34
0.46,5.07,100.7,10.8,7.7,10.23,2.87,8.95,0.48,53.31,49.56,7.17
0.02,5.31,101.85,8.84,9.05,10.14,3.1,6.98,0.38,54.09,53.61,5.55
0.02,7.08,101.73,8.52,11.13,10.9,2.62,6.55,0.4,54.52,46.17,5.13
0,8.42,101.08,9.67,13.45,12.55,2.59,6.98,0.39,53.28,48.01,5.38
0.52,9.34,100.95,6.32,14.87,13.48,1.27,4.25,0.3,49.34,24.65,3.03
15.7,8.73,100.88,4.02,13.21,12.66,0.53,2.77,0.12,44.55,10.77,2.09
5.31,5.31,101.05,9.28,7.83,10.17,0.65,7.6,0.16,51.33,12.88,6.15
0,3.78,102.57,7.87,5.57,8.68,3.12,6.41,0.34,53.93,53.45,5.2
0,5,102.74,8.95,8.12,9.18,2.71,6.98,0.36,53.82,47.56,5.55
0.59,7.93,101.99,8.61,11.98,11.39,2.36,6.1,0.34,49.97,43.17,4.69
2.6,6.71,102.29,5.69,11.15,11.16,1.49,4.48,0.3,48.91,28.14,3.55
24.87,6.71,102.32,7.86,10.21,10.69,0.61,6.52,0.13,47.32,11.98,5.22
22.25,7.63,100.53,10.65,10.54,11.06,0.6,8.27,0.12,43.3,11.71,6.49
0,5.07,102,6.41,7.17,9.26,2.87,5.13,0.34,50.02,49.75,4.16
0,6.41,102.04,6.94,9.59,10.07,2.74,5.33,0.31,48.45,47.63,4.18
0,6.77,102.12,5.12,10.3,10.35,2.5,3.84,0.32,49.55,43.84,2.92
0,8.06,102.01,6.95,11.59,10.78,2.16,5.11,0.34,48.03,39.05,3.95
0,8.79,101.93,8.84,13.23,12.16,1.79,5.87,0.31,49.38,33.27,4.42
9.74,9.34,101.13,11.23,13.78,12.61,1.36,8.01,0.3,49.02,26.4,6.09
1.91,5.74,100.68,9.12,8.87,10.14,2.16,7.4,0.37,48.55,39.1,5.95
0,4.09,102.05,8.08,6.21,8.44,2.85,6.58,0.36,49.63,49.34,5.3
0,4.64,102.66,5.77,7.54,8.39,2.48,4.66,0.34,48.06,43.2,3.77
0,4.09,103.53,4.95,5.65,7.9,2.5,4.05,0.3,46.99,42.91,3.34
0.04,6.23,103.14,5.15,9.4,9.01,2.13,3.87,0.34,45.39,38.18,2.98
0.04,7.75,102.54,5.22,10.74,10.29,1.38,3.6,0.28,44.34,25.66,2.74
1.65,9.09,101.65,9,13.23,12.11,0.51,6.05,0.11,41.08,9.97,4.58
37.02,8.42,100.4,4.27,11.89,11.25,0.38,3.07,0.06,35.83,7.04,2.3
6.44,4.03,101.61,10.23,4.64,7.52,2.55,8.46,0.29,44.82,43.52,6.72
0.21,5.07,102.43,6.28,7.31,8.13,2.32,4.95,0.27,44.02,40.48,3.95
0.49,4.15,102.48,7.46,4.91,7.58,2.01,6.13,0.24,43.67,35.62,5.01
0,2.56,103.48,4.02,2.19,6.02,2.61,3.34,0.23,44.42,43.98,2.77
0,3.3,103.29,2.84,4.48,6.37,1.85,2.4,0.23,44.99,32.55,1.96
0,3.85,102.71,6.56,4.38,6.56,2.55,5.34,0.29,42.95,42.73,4.3
0,4.76,102.7,4.33,6.19,7.5,2.36,3.53,0.23,41.8,41.14,2.84
0.09,6.77,101.57,10.52,10.4,9.69,1.08,7.95,0.18,38.76,20.25,6.18
0.23,5.07,101.59,9.27,8.03,8.81,2,7.21,0.27,43.98,35.13,5.71
0.14,3.78,101.89,6.87,4.31,7.06,1.47,5.68,0.21,41.74,25.77,4.66
0,2.62,102.3,6.09,-0.47,5.02,2.45,5.16,0.24,44.88,41.55,4.31
0.02,4.09,101.97,9.13,4.57,6.42,2.32,7.27,0.22,41.59,40.24,5.8
1.32,4.33,101.93,5.34,6.06,6.96,0.75,4.3,0.15,44.22,14.62,3.48
4.93,7.39,101.26,9.41,10.3,9.11,0.64,6.56,0.12,36.07,12.34,4.99
0.44,6.65,101.54,6.08,10.55,9.37,2.13,4.1,0.27,43.17,38.21,2.98
24.94,5.43,101.48,8.36,7.33,8.18,1.42,6.81,0.22,41.14,25.98,5.45
0.01,2.99,102.76,5.27,1.64,5.37,2.21,4.45,0.24,43.8,38.13,3.68
0,3.97,102.15,6.02,4.76,6.19,1.58,4.79,0.17,40.31,27.97,3.84
0.09,4.09,101.93,8.51,5.09,6.49,2.43,6.95,0.23,43.26,41.66,5.59
21.93,5.98,100.93,10.62,8.12,7.8,0.81,8.2,0.12,41.77,15.47,6.37
0.06,4.27,100.14,12.29,4.61,6.68,1.67,10.04,0.2,41.28,29.02,7.98
0.01,2.87,101.51,7.11,0.49,4.86,2.43,5.88,0.19,44.65,41.73,4.86
0.03,5.31,101.56,4.59,6.63,6.34,2.28,3.46,0.19,42.88,39.79,2.69
0.82,6.35,101.13,6.8,8.34,7.85,1.23,4.71,0.13,34.13,22.12,3.61
1.77,5.74,101.32,7.5,7.15,7.51,2.51,5.84,0.2,44.74,44.1,4.62
0.01,3.78,100.77,10.77,3.94,6.02,2.48,8.73,0.21,45.27,42.2,7
0.01,2.62,101.29,9.92,-1.42,3.93,1.92,8.45,0.15,44.86,32.51,6.9
0.14,2.26,101.96,7.43,-3.83,2.99,2.18,6.48,0.15,44.71,37.53,5.44
0.04,3.42,101.24,6.94,1.65,4.5,2.12,5.62,0.16,42.74,36.51,4.61
0,4.7,101.01,8,5.37,5.34,2.29,5.99,0.22,45.03,40.8,4.67
0,5.37,100.86,7.72,6.34,5.96,2.62,5.49,0.26,46.22,45.89,4.2
0,3.85,102.16,7.2,3.96,5.08,2.33,5.73,0.24,46.84,40.73,4.59
0.07,2.99,102.22,3.79,2.31,4.89,2.28,3.12,0.2,47.29,39.87,2.55
0,4.21,101.32,7.54,4,5.55,2.39,6.05,0.25,45.95,41.63,4.9
1.65,4.09,101.54,4.82,5.52,5.9,2.49,3.88,0.25,47.97,43.33,3.13
25.7,6.9,99.79,8.63,8.76,8.12,1.4,6.65,0.5,46.88,25.86,5.16
2.43,4.21,100,13.96,3.56,5.7,1.45,11.34,0.17,43.88,25.01,8.93
0.06,2.99,101.37,9.53,0.34,4.19,1.6,7.96,0.16,46.65,27.73,6.52
0.01,2.14,102.71,9.5,-4.05,2.57,2.98,8.27,0.25,50.69,49.98,6.83
1.39,2.5,103.05,7.04,-1.19,3.12,2.7,5.78,0.24,50.2,46.24,4.72
4.01,5.43,101,10.89,5.85,5.9,0.74,8.36,0.12,44.8,14.54,6.63
0.03,3.54,101.27,11.73,2.75,4.62,2.83,9.37,0.31,52.46,48.66,7.47
0.25,2.75,101.91,6.05,0.02,3.79,2.38,4.98,0.27,51.72,40.88,4.16
0.32,2.75,102.04,7.59,-0.07,3.9,3.02,6.42,0.23,52.39,50.62,5.3
10.32,3.3,101.85,8.46,-0.13,3.47,0.41,7.38,0.07,49.62,7.78,6.03
0.02,3.17,102.95,7.19,-0.41,2.86,1.18,6.05,0.19,53.18,21.61,4.95
